ID	condition	text	text2	age	gender	hand	resp	RTs	resp_eff	w1	conc1	w2	conc2	sim	delta_conc	freq1	logfreq1	freq2	logfreq2	delta_freq	to_resp	count	distance	Sim	accuracy	trial	L1	L2	L_diff	subj
2	B	diavolo	prigione	23	F	DX	l	1316,9	prigione	diavolo	4	prigione	7,4	0,195171	3,4	31905	4,503858749	13100	4,117271296	0,18805	prigione	1	0,804829	0,195171	1	diavoloprigione	7	8	1	2
2	B	avventura	vacanza	23	F	DX	l	2761,8	vacanza	avventura	3,95	vacanza	6,8	0,398881	2,85	1634	3,213252052	3443	3,536937023	0,01809	vacanza	1	0,601119	0,398881	1	avventuravacanza	9	7	2	2
2	B	guarire	ospedale	23	F	DX	l	1878,6	ospedale	guarire	4,9	ospedale	8,45	0,302145	3,55	1073	3,030599722	14272	4,154484837	0,13199	ospedale	1	0,697855	0,302145	1	guarireospedale	7	8	1	2
2	B	tavolo	pressione	23	F	DX	a	830,9	tavolo	pressione	5,15	tavolo	8,6	0,060985	3,45	6125	3,787106093	6875	3,837272703	0,0075	tavolo	1	0,939015	0,060985	1	pressionetavolo	6	9	3	2
2	B	dono	perspicacia	23	F	DX	a	2298,4	dono	perspicacia	2,65	dono	7,1	0,272587	4,45	40	1,602059991	2862	3,456669629	0,02822	dono	1	0,727413	0,272587	1	perspicaciadono	4	11	7	2
2	B	grave	caviglia	23	F	DX	l	1245,8	caviglia	grave	3,8	caviglia	8,35	0,21636	4,55	5175	3,713910354	794	2,899820502	0,04381	caviglia	1	0,78364	0,21636	1	gravecaviglia	5	8	3	2
2	B	camera	cortesia	23	F	DX	a	1657,2	camera	cortesia	4,6	camera	8,75	0,228411	4,15	1642	3,215373153	11686	4,067665882	0,10044	camera	1	0,771589	0,228411	1	cortesiacamera	6	8	2	2
2	B	gomito	astio	23	F	DX	a	1912,9	gomito	astio	4,3	gomito	8,55	0,114827	4,25	57	1,755874856	510	2,707570176	0,00453	gomito	1	0,885173	0,114827	1	astiogomito	6	5	1	2
2	B	causa	stomaco	23	F	DX	l	1885,9	stomaco	causa	3,45	stomaco	8,05	0,117186	4,6	14778	4,169615662	3256	3,512684396	0,11522	stomaco	1	0,882814	0,117186	1	causastomaco	5	7	2	2
2	B	aereo	allerta	23	F	DX	a	1783,9	aereo	allerta	3,85	aereo	8,2	0,179597	4,35	639	2,805500858	9570	3,980911938	0,08931	aereo	1	0,820403	0,179597	1	allertaaereo	5	7	2	2
2	B	latte	fetore	23	F	DX	a	1600,2	latte	fetore	4,15	latte	8,45	0,169157	4,3	149	2,173186268	4456	3,648945182	0,04307	latte	1	0,830843	0,169157	1	fetorelatte	5	6	1	2
2	B	dentista	fiducioso	23	F	DX	a	1434	dentista	fiducioso	3,35	dentista	8,15	0,069711	4,8	209	2,320146286	1130	3,053078443	0,00921	dentista	1	0,930289	0,069711	1	fiduciosodentista	8	9	1	2
2	B	fastidio	naso	23	F	DX	l	1446,9	naso	fastidio	3,4	naso	8,3	0,124964	4,9	3376	3,528402438	5593	3,747644819	0,02217	naso	1	0,875036	0,124964	1	fastidionaso	8	4	4	2
2	B	lenire	ferite	23	F	DX	l	1531,8	ferite	lenire	3,25	ferite	7,6	0,349202	4,35	54	1,73239376	3081	3,488691698	0,03027	ferite	1	0,650798	0,349202	1	lenireferite	6	6	0	2
2	B	miracolo	applauso	23	F	DX	l	2060,8	applauso	miracolo	3,05	applauso	7,4	0,269161	4,35	2969	3,472610198	920	2,963787827	0,02049	applauso	1	0,730839	0,269161	1	miracoloapplauso	8	8	0	2
2	B	idiota	scimmia	23	F	DX	l	1821,3	scimmia	idiota	5,05	scimmia	8,4	0,281823	3,35	12270	4,088844563	1961	3,292477594	0,10309	scimmia	1	0,718177	0,281823	1	idiotascimmia	6	7	1	2
2	B	annoiato	mestolo	23	F	DX	l	2743,2	mestolo	annoiato	5,05	mestolo	7,9	0,162662	2,85	373	2,571708832	63	1,799340549	0,0031	mestolo	1	0,837338	0,162662	1	annoiatomestolo	8	7	1	2
2	B	disprezzo	sorriso	23	F	DX	l	2063,2	sorriso	disprezzo	3,55	sorriso	7,9	0,337781	4,35	600	2,77815125	3084	3,489114369	0,02484	sorriso	1	0,662219	0,337781	1	disprezzosorriso	9	7	2	2
2	B	sedile	agile	23	F	DX	a	1398,3	sedile	agile	5,25	sedile	8,5	0,131493	3,25	173	2,238046103	1344	3,128399269	0,01171	sedile	1	0,868507	0,131493	1	agilesedile	6	5	1	2
2	B	caramella	melodia	23	F	DX	a	949,4	caramella	melodia	5,8	caramella	8,8	0,239391	3	389	2,589949601	504	2,702430536	0,00115	caramella	1	0,760609	0,239391	1	melodiacaramella	9	7	2	2
2	B	intimo	mistico	23	F	DX	a	2341,8	intimo	mistico	2,5	intimo	5,9	0,381102	3,4	158	2,198657087	834	2,921166051	0,00676	intimo	1	0,618898	0,381102	1	misticointimo	6	7	1	2
2	B	vittoria	ombrello	23	F	DX	l	1179,4	ombrello	vittoria	4,9	ombrello	8,4	0,01647	3,5	3564	3,551937695	513	2,710117365	0,03051	ombrello	1	0,98353	0,01647	1	vittoriaombrello	8	8	0	2
2	B	attico	modesto	23	F	DX	a	2076,1	attico	modesto	3,95	attico	7,85	0,278889	3,9	533	2,726727209	494	2,693726949	0,00039	attico	1	0,721111	0,278889	1	modestoattico	6	7	1	2
2	B	frigido	forcina	23	F	DX	l	2991,5	forcina	frigido	4,3	forcina	8,6	0,284204	4,3	9	0,954242509	51	1,707570176	0,00042	forcina	1	0,715796	0,284204	1	frigidoforcina	7	7	0	2
2	B	grezzo	barile	23	F	DX	l	1698	barile	grezzo	4,25	barile	8,7	0,24472	4,45	188	2,274157849	363	2,559906625	0,00175	barile	1	0,75528	0,24472	1	grezzobarile	6	6	0	2
2	B	evidente	serbatoio	23	F	DX	l	1963,2	serbatoio	evidente	3,25	serbatoio	8	0,049754	4,75	1524	3,182984967	619	2,791690649	0,00905	serbatoio	1	0,950246	0,049754	1	evidenteserbatoio	8	9	1	2
2	B	scarafaggio	orribile	23	F	DX	a	1431,7	scarafaggio	orribile	3,95	scarafaggio	8,3	0,362711	4,35	5170	3,713490543	375	2,574031268	0,04795	scarafaggio	1	0,637289	0,362711	1	orribilescarafaggio	11	8	3	2
2	B	orecchio	disturbare	23	F	DX	a	1065,3	orecchio	disturbare	4	orecchio	8,75	0,298548	4,75	874	2,941511433	2093	3,320769228	0,01219	orecchio	1	0,701452	0,298548	1	disturbareorecchio	8	10	2	2
2	B	lavare	attivare	23	F	DX	a	1473,6	lavare	attivare	3,1	lavare	8,15	0,168269	5,05	682	2,833784375	1150	3,06069784	0,00468	lavare	1	0,831731	0,168269	1	attivarelavare	6	8	2	2
2	B	elefante	innocente	23	F	DX	a	1115,8	elefante	innocente	3,4	elefante	7,85	0,130005	4,45	4588	3,661623409	861	2,935003151	0,03727	elefante	1	0,869995	0,130005	1	innocenteelefante	8	9	1	2
2	B	cavallo	arte	23	F	DX	a	1100,2	cavallo	arte	5,6	cavallo	8,4	0,075498	2,8	5407	3,73295637	7514	3,875871191	0,02107	cavallo	1	0,924502	0,075498	1	artecavallo	7	4	3	2
2	B	ulivo	ambizione	23	F	DX	a	1691,5	ulivo	ambizione	5	ulivo	8,7	0,248509	3,7	495	2,694605199	54	1,73239376	0,00441	ulivo	1	0,751491	0,248509	1	ambizioneulivo	5	9	4	2
2	B	coltello	demonio	23	F	DX	a	1200,4	coltello	demonio	2,65	coltello	7,75	0,238429	5,1	957	2,980911938	4712	3,673205282	0,03755	coltello	1	0,761571	0,238429	1	demoniocoltello	8	7	1	2
2	B	freddo	cappotto	23	F	DX	l	1466,8	cappotto	freddo	5,75	cappotto	8,75	0,385159	3	7828	3,893650817	1543	3,188365926	0,06285	cappotto	1	0,614841	0,385159	1	freddocappotto	6	8	2	2
2	B	opzione	giacca	23	F	DX	l	1809,6	giacca	opzione	4,5	giacca	8,55	0,141365	4,05	1072	3,030194785	3496	3,543571424	0,02424	giacca	1	0,858635	0,141365	1	opzionegiacca	7	6	1	2
2	B	gattino	dettaglio	23	F	DX	a	1268,8	gattino	dettaglio	4,15	gattino	8,8	0,042358	4,65	1484	3,171433901	445	2,648360011	0,01039	gattino	1	0,957642	0,042358	1	dettagliogattino	7	9	2	2
2	B	statua	audace	23	F	DX	a	1231,5	statua	audace	3,85	statua	8,3	0,19465	4,45	506	2,704150517	1187	3,074450719	0,00681	statua	1	0,80535	0,19465	1	audacestatua	6	6	0	2
2	B	febbre	pino	23	F	DX	l	1546,5	pino	febbre	5,4	pino	8,4	0,009352	3	2055	3,312811826	447	2,650307523	0,01608	pino	1	0,990648	0,009352	1	febbrepino	6	4	2	2
2	B	poltrona	fiducia	23	F	DX	a	1166,4	poltrona	fiducia	4,05	poltrona	8,6	0,197628	4,55	5456	3,736874362	773	2,888179494	0,04683	poltrona	1	0,802372	0,197628	1	fiduciapoltrona	8	7	1	2
2	B	umano	morale	23	F	DX	a	1003,4	umano	morale	3,5	umano	8,1	0,33281	4,6	2674	3,427161403	6931	3,840795899	0,04257	umano	1	0,66719	0,33281	1	moraleumano	5	6	1	2
2	B	infuriato	forchetta	23	F	DX	l	1820,9	forchetta	infuriato	4,55	forchetta	8,4	0,159282	3,85	240	2,380211242	394	2,595496222	0,00154	forchetta	1	0,840718	0,159282	1	infuriatoforchetta	9	9	0	2
2	B	caos	quaderno	23	F	DX	l	1201,1	quaderno	caos	5,75	quaderno	8,65	0,086347	2,9	1500	3,176091259	350	2,544068044	0,0115	quaderno	1	0,913653	0,086347	1	caosquaderno	4	8	4	2
2	B	mobilita	gomma	23	F	DX	l	1250,9	gomma	mobilita	4,85	gomma	8,7	0,308539	3,85	80	1,903089987	1768	3,247482261	0,01688	gomma	1	0,746394	0,253606	1	mobilitagomma	8	5	3	2
2	B	infedele	sposa	23	F	DX	l	1453,7	sposa	infedele	4,7	sposa	8,4	0,335909	3,7	322	2,507855872	3982	3,600101256	0,0366	sposa	1	0,664091	0,335909	1	infedelesposa	8	5	3	2
2	B	insolente	vasca	23	F	DX	l	982,5	vasca	insolente	3,95	vasca	8,35	0,045225	4,4	298	2,474216264	2017	3,304705898	0,01719	vasca	1	0,954775	0,045225	1	insolentevasca	9	5	4	2
2	B	atletica	scarpa	23	F	DX	l	926,7	scarpa	atletica	4,1	scarpa	8,6	0,174383	4,5	219	2,340444115	1306	3,115943177	0,01087	scarpa	1	0,825617	0,174383	1	atleticascarpa	8	6	2	2
2	B	leggenda	scala	23	F	DX	l	1464,8	scala	leggenda	4,65	scala	8,6	0,140283	3,95	1868	3,271376872	2514	3,400365273	0,00646	scala	1	0,859717	0,140283	1	leggendascala	8	5	3	2
2	B	cane	cortese	23	F	DX	a	1115,1	cane	cortese	4,35	cane	8,55	0,0862	4,2	394	2,595496222	13494	4,130140706	0,131	cane	1	0,9138	0,0862	1	cortesecane	4	7	3	2
2	B	meraviglia	cornice	23	F	DX	l	2288,5	cornice	meraviglia	3,6	cornice	8,05	0,226304	4,45	1939	3,287577809	226	2,354108439	0,01713	cornice	1	0,773696	0,226304	1	meravigliacornice	10	7	3	2
2	B	ispirato	geranio	23	F	DX	l	2303,1	geranio	ispirato	3,75	geranio	8,05	0,011908	4,3	680	2,832508913	12	1,079181246	0,00668	geranio	1	0,988092	0,011908	1	ispiratogeranio	8	7	1	2
2	B	muscoloso	debole	23	F	DX	a	1514,3	muscoloso	debole	3,95	muscoloso	7,35	0,264836	3,4	4318	3,635282638	139	2,1430148	0,04179	muscoloso	1	0,735164	0,264836	1	debolemuscoloso	9	6	3	2
2	B	lussuria	prateria	23	F	DX	l	2493,5	prateria	lussuria	3,7	prateria	7,45	0,089281	3,75	275	2,439332694	187	2,271841607	0,00088	prateria	1	0,910719	0,089281	1	lussuriaprateria	8	8	0	2
2	B	dollaro	utile	23	F	DX	a	1013	dollaro	utile	3,95	dollaro	7,95	0,06637	4	4880	3,688419822	1848	3,266701967	0,03032	dollaro	1	0,93363	0,06637	1	utiledollaro	7	5	2	2
2	B	crepuscolo	orologio	23	F	DX	l	1602,7	orologio	crepuscolo	4,55	orologio	8,5	0,26735	3,95	172	2,235528447	4034	3,605735894	0,03862	orologio	1	0,73265	0,26735	1	crepuscoloorologio	10	8	2	2
2	B	laureato	dio	23	F	DX	a	1648,3	laureato	dio	3,1	laureato	8	0,06396	4,9	38	1,579783597	593	2,773054693	0,00555	laureato	1	0,93604	0,06396	1	diolaureato	8	3	5	2
2	B	burro	tenero	23	F	DX	a	894,6	burro	tenero	5,3	burro	8,5	0,239314	3,2	752	2,876217841	1677	3,224533063	0,00925	burro	1	0,760686	0,239314	1	teneroburro	5	6	1	2
2	B	scrivania	pensieroso	23	F	DX	a	1579,2	scrivania	pensieroso	4,5	scrivania	8,8	0,284274	4,3	61	1,785329835	3126	3,494988974	0,03065	scrivania	1	0,715726	0,284274	1	pensierososcrivania	9	10	1	2
2	B	natale	albero	23	F	DX	l	1216,5	albero	natale	5,65	albero	8,5	0,367984	2,85	11	1,041392685	5168	3,713322505	0,05157	albero	1	0,632016	0,367984	1	natalealbero	6	6	0	2
2	B	rancido	insalata	23	F	DX	l	2209,3	insalata	rancido	5,05	insalata	8,55	0,352751	3,5	36	1,556302501	1521	3,182129214	0,01485	insalata	1	0,647249	0,352751	1	rancidoinsalata	7	8	1	2
2	B	ricatto	schiaffo	23	F	DX	l	1446,2	schiaffo	ricatto	3,65	schiaffo	7,6	0,368617	3,95	552	2,741939078	576	2,760422483	0,00024	schiaffo	1	0,631383	0,368617	1	ricattoschiaffo	7	8	1	2
2	B	genere	cioccolato	23	F	DX	l	1335,5	cioccolato	genere	4,3	cioccolato	8,5	0,189818	4,2	20639	4,314688651	2340	3,369215857	0,18299	cioccolato	1	0,810182	0,189818	1	generecioccolato	6	10	4	2
2	B	elegante	felpa	23	F	DX	l	1362,7	felpa	elegante	5,7	felpa	8,75	0,319579	3,05	1605	3,205475037	399	2,600972896	0,01206	felpa	1	0,680421	0,319579	1	elegantefelpa	8	5	3	2
2	B	rosso	bicchiere	23	F	DX	l	1257,6	bicchiere	rosso	5,6	bicchiere	8,85	0,34794	3,25	6533	3,815112658	3888	3,589726256	0,02645	bicchiere	1	0,65206	0,34794	1	rossobicchiere	5	9	4	2
2	B	fetido	calza	23	F	DX	l	1033,8	calza	fetido	4	calza	8,55	0,175625	4,55	50	1,698970004	233	2,367355921	0,00183	calza	1	0,824375	0,175625	1	fetidocalza	6	5	1	2
2	B	specchio	spirito	23	F	DX	a	1521	specchio	spirito	3,15	specchio	8,55	0,364782	5,4	5510	3,741151599	2393	3,378942699	0,03117	specchio	1	0,635218	0,364782	1	spiritospecchio	8	7	1	2
2	B	appetitoso	pizza	23	F	DX	l	1828,8	pizza	appetitoso	5,3	pizza	9	0,359762	3,7	102	2,008600172	2889	3,460747542	0,02787	pizza	1	0,640238	0,359762	1	appetitosopizza	10	5	5	2
2	B	onore	vino	23	F	DX	l	1090,9	vino	onore	3,3	vino	8,2	0,140964	4,9	12849	4,108869329	6498	3,812779707	0,06351	vino	1	0,859036	0,140964	1	onorevino	5	4	1	2
2	B	maniaco	ossessione	23	F	DX	a	2466,4	maniaco	ossessione	3	maniaco	7,95	0,335707	4,95	772	2,8876173	987	2,994317153	0,00215	maniaco	1	0,664293	0,335707	1	ossessionemaniaco	7	10	3	2
2	B	gatto	spaventato	23	F	DX	a	1377,5	gatto	spaventato	4,95	gatto	8,75	0,323892	3,8	3794	3,579097327	4110	3,613841822	0,00316	gatto	1	0,676108	0,323892	1	spaventatogatto	5	10	5	2
2	B	tromba	potenza	23	F	DX	a	1038,2	tromba	potenza	3,6	tromba	8,2	0,062084	4,6	2112	3,324693914	517	2,713490543	0,01595	tromba	1	0,937916	0,062084	1	potenzatromba	6	7	1	2
2	B	dormire	paradiso	23	F	DX	a	1409,5	dormire	paradiso	3,25	dormire	5,9	0,160419	2,65	3913	3,592509848	13419	4,127720153	0,09506	dormire	1	0,839581	0,160419	1	paradisodormire	7	8	1	2
2	B	bocca	riverente	23	F	DX	a	796,8	bocca	riverente	4,2	bocca	8,8	0,201146	4,6	6	0,77815125	11851	4,073754998	0,11845	bocca	1	0,798854	0,201146	1	riverentebocca	5	9	4	2
2	B	estasi	sughero	23	F	DX	l	2165,1	sughero	estasi	3,95	sughero	7,6	0,033905	3,65	311	2,492760389	50	1,698970004	0,00261	sughero	1	0,966095	0,033905	1	estasisughero	6	7	1	2
2	B	montagna	codardo	23	F	DX	a	932,9	montagna	codardo	3,95	montagna	8,3	0,034168	4,35	1349	3,13001195	2987	3,475235223	0,01638	montagna	1	0,965832	0,034168	1	codardomontagna	8	7	1	2
2	B	giocattolo	insipido	23	F	DX	a	977,5	giocattolo	insipido	3,75	giocattolo	8	0,024267	4,25	43	1,633468456	1009	3,003891166	0,00966	giocattolo	1	0,975733	0,024267	1	insipidogiocattolo	10	8	2	2
2	B	puzza	stufa	23	F	DX	l	1296,5	stufa	puzza	5,15	stufa	8,4	0,360545	3,25	3336	3,523226042	1196	3,07773118	0,0214	stufa	1	0,639455	0,360545	1	puzzastufa	5	5	0	2
2	B	paletta	collisione	23	F	DX	a	1659,5	paletta	collisione	5,45	paletta	8,7	0,222282	3,25	311	2,492760389	169	2,227886705	0,00142	paletta	1	0,777718	0,222282	1	collisionepaletta	7	10	3	2
2	B	grato	abbraccio	23	F	DX	l	1529,5	abbraccio	grato	3,95	abbraccio	7,7	0,222082	3,75	1725	3,236789099	1300	3,113943352	0,00425	abbraccio	1	0,777918	0,222082	1	gratoabbraccio	5	9	4	2
2	B	cappello	rovente	23	F	DX	a	765,2	cappello	rovente	5,6	cappello	8,45	0,085326	2,85	124	2,093421685	4094	3,612147838	0,0397	cappello	1	0,914674	0,085326	1	roventecappello	8	7	1	2
2	B	brutale	miele	23	F	DX	l	1925	miele	brutale	3,6	miele	8,2	0,129025	4,6	680	2,832508913	2064	3,314709693	0,01384	miele	1	0,870975	0,129025	1	brutalemiele	7	5	2	2
2	B	piatto	insipido	23	F	DX	a	825	piatto	insipido	3,75	piatto	8,95	0,397467	5,2	43	1,633468456	2988	3,475380593	0,02945	piatto	1	0,602533	0,397467	1	insipidopiatto	6	8	2	2
2	B	deforme	tronco	23	F	DX	l	1431,9	tronco	deforme	5,2	tronco	8,65	0,318294	3,45	119	2,075546961	452	2,655138435	0,00333	tronco	1	0,681706	0,318294	1	deformetronco	7	6	1	2
2	B	paralisi	sedia	23	F	DX	l	1991,6	sedia	paralisi	5,8	sedia	8,45	0,185829	2,65	351	2,545307116	4290	3,632457292	0,03939	sedia	1	0,814171	0,185829	1	paralisisedia	8	5	3	2
2	B	sfera	fase	23	F	DX	a	1526,6	sfera	fase	3,75	sfera	7,35	0,226391	3,6	2581	3,411788005	765	2,883661435	0,01816	sfera	1	0,773609	0,226391	1	fasesfera	5	4	1	2
2	B	asilo	motivo	23	F	DX	a	1306	asilo	motivo	3,55	asilo	7,95	0,123702	4,4	16564	4,219165222	1393	3,143951116	0,15171	asilo	1	0,876298	0,123702	1	motivoasilo	5	6	1	2
2	B	corrotto	gonna	23	F	DX	l	1228,1	gonna	corrotto	4,3	gonna	8,6	0,026958	4,3	1026	3,011147361	1239	3,093071306	0,00213	gonna	1	0,973042	0,026958	1	corrottogonna	8	5	3	2
2	B	immorale	attrezzo	23	F	DX	l	1469,4	attrezzo	immorale	2,95	attrezzo	7,75	0,009614	4,8	294	2,46834733	328	2,515873844	0,00034	attrezzo	1	0,990386	0,009614	1	immoraleattrezzo	8	8	0	2
2	B	precipizio	orrore	23	F	DX	a	1664,2	precipizio	orrore	3,9	precipizio	7,3	0,329961	3,4	889	2,948901761	206	2,31386722	0,00683	precipizio	1	0,670039	0,329961	1	orroreprecipizio	10	6	4	2
2	B	intelletto	idrante	23	F	DX	l	2278,3	idrante	intelletto	3,95	idrante	7,1	0,007992	3,15	183	2,26245109	147	2,167317335	0,00036	idrante	1	0,992008	0,007992	1	intellettoidrante	10	7	3	2
2	B	vetro	giustizia	23	F	DX	a	1329,7	vetro	giustizia	4,1	vetro	8,6	0,080953	4,5	4840	3,684845362	2181	3,338655666	0,02659	vetro	1	0,919047	0,080953	1	giustiziavetro	5	9	4	2
2	B	stanco	divano	23	F	DX	l	2107,1	divano	stanco	5,05	divano	8,7	0,28261	3,65	4593	3,662096445	2760	3,440909082	0,01833	divano	1	0,71739	0,28261	1	stancodivano	6	6	0	2
2	B	pugnale	fortuito	23	F	DX	a	940,2	pugnale	fortuito	3,8	pugnale	8,05	0,091214	4,25	54	1,73239376	859	2,933993164	0,00805	pugnale	1	0,908786	0,091214	1	fortuitopugnale	7	8	1	2
2	B	vaso	gloria	23	F	DX	a	753,8	vaso	gloria	3,6	vaso	8,8	0,08746	5,2	3320	3,521138084	1076	3,031812271	0,02244	vaso	1	0,91254	0,08746	1	gloriavaso	4	6	2	2
2	B	finestra	triste	23	F	DX	a	945,7	finestra	triste	5,15	finestra	8,45	0,146066	3,3	7074	3,849665055	5923	3,772541733	0,01151	finestra	1	0,853934	0,146066	1	tristefinestra	8	6	2	2
2	B	maglia	vincere	23	F	DX	a	1097,9	maglia	vincere	5,15	maglia	8,8	0,306895	3,65	5972	3,776119799	1020	3,008600172	0,04952	maglia	1	0,693105	0,306895	1	vinceremaglia	6	7	1	2
2	B	occhio	inganno	23	F	DX	a	1225,3	occhio	inganno	4,25	occhio	8,6	0,168049	4,35	727	2,861534411	11176	4,048286393	0,10449	occhio	1	0,831951	0,168049	1	ingannoocchio	6	7	1	2
2	B	giardino	salute	23	F	DX	a	1451,9	giardino	salute	4,55	giardino	8,4	0,025304	3,85	7234	3,859378504	3741	3,572987708	0,03493	giardino	1	0,974696	0,025304	1	salutegiardino	8	6	2	2
2	B	riparato	tenda	23	F	DX	l	1966,8	tenda	riparato	5	tenda	8,4	0,218453	3,4	465	2,667452953	1534	3,18582536	0,01069	tenda	1	0,781547	0,218453	1	riparatotenda	8	5	3	2
2	B	veloce	vespa	23	F	DX	l	1375,8	vespa	veloce	5,05	vespa	8,55	0,134385	3,5	9876	3,994581081	194	2,28780173	0,09682	vespa	1	0,865615	0,134385	1	velocevespa	6	5	1	2
2	B	bicicletta	passione	23	F	DX	a	1285,7	bicicletta	passione	4,8	bicicletta	8,85	0,268715	4,05	2456	3,390228362	1303	3,114944416	0,01153	bicicletta	1	0,731285	0,268715	1	passionebicicletta	10	8	2	2
2	B	eccellenza	diamante	23	F	DX	l	1595,9	diamante	eccellenza	3,45	diamante	8,05	0,32865	4,6	1723	3,236285277	870	2,939519253	0,00853	diamante	1	0,67135	0,32865	1	eccellenzadiamante	10	8	2	2
2	B	buio	balcone	23	F	DX	l	1454,6	balcone	buio	5,95	balcone	8,7	0,274529	2,75	4636	3,666143427	564	2,751279104	0,04072	balcone	1	0,725471	0,274529	1	buiobalcone	4	7	3	2
2	B	ottimismo	profumo	23	F	DX	l	1888,6	profumo	ottimismo	3,35	profumo	6,35	0,350597	3	200	2,301029996	2375	3,375663614	0,02175	profumo	1	0,649403	0,350597	1	ottimismoprofumo	9	7	2	2
3	A	finestra	triste	25	F	DX	l	856,3	triste	triste	5,15	finestra	8,45	0,146066	3,3	7074	3,849665055	5923	3,772541733	0,01151	triste	1	0,853934	0,146066	1	tristefinestra	8	6	2	3
3	A	insolente	vasca	25	F	DX	a	652,9	insolente	insolente	3,95	vasca	8,35	0,045225	4,4	298	2,474216264	2017	3,304705898	0,01719	insolente	1	0,954775	0,045225	1	insolentevasca	9	5	4	3
3	A	prete	devoto	25	F	DX	l	984	devoto	devoto	3,8	prete	8,3	0,233061	4,5	327	2,514547753	2656	3,424228071	0,02329	devoto	1	0,766939	0,233061	1	devotoprete	5	6	1	3
3	A	estasi	sughero	25	F	DX	a	701,6	estasi	estasi	3,95	sughero	7,6	0,033905	3,65	311	2,492760389	50	1,698970004	0,00261	estasi	1	0,966095	0,033905	1	estasisughero	6	7	1	3
3	A	annoiato	mestolo	25	F	DX	a	734,3	annoiato	annoiato	5,05	mestolo	7,9	0,162662	2,85	373	2,571708832	63	1,799340549	0,0031	annoiato	1	0,837338	0,162662	1	annoiatomestolo	8	7	1	3
3	A	musica	violino	25	F	DX	a	702,6	musica	musica	5,5	violino	8,4	0,389862	2,9	11133	4,046612209	603	2,780317312	0,1053	musica	1	0,610138	0,389862	1	musicaviolino	6	7	1	3
3	A	giardino	salute	25	F	DX	l	1002,7	salute	salute	4,55	giardino	8,4	0,025304	3,85	7234	3,859378504	3741	3,572987708	0,03493	salute	1	0,974696	0,025304	1	salutegiardino	8	6	2	3
3	A	deforme	tronco	25	F	DX	a	817	deforme	deforme	5,2	tronco	8,65	0,318294	3,45	119	2,075546961	452	2,655138435	0,00333	deforme	1	0,681706	0,318294	1	deformetronco	7	6	1	3
3	A	umano	morale	25	F	DX	l	618,3	morale	morale	3,5	umano	8,1	0,33281	4,6	2674	3,427161403	6931	3,840795899	0,04257	morale	1	0,66719	0,33281	1	moraleumano	5	6	1	3
3	A	ulivo	ambizione	25	F	DX	l	716,5	ambizione	ambizione	5	ulivo	8,7	0,248509	3,7	495	2,694605199	54	1,73239376	0,00441	ambizione	1	0,751491	0,248509	1	ambizioneulivo	5	9	4	3
3	A	dentista	fiducioso	25	F	DX	l	1052,4	fiducioso	fiducioso	3,35	dentista	8,15	0,069711	4,8	209	2,320146286	1130	3,053078443	0,00921	fiducioso	1	0,930289	0,069711	1	fiduciosodentista	8	9	1	3
3	A	poltrona	fiducia	25	F	DX	l	501,3	fiducia	fiducia	4,05	poltrona	8,6	0,197628	4,55	5456	3,736874362	773	2,888179494	0,04683	fiducia	1	0,802372	0,197628	1	fiduciapoltrona	8	7	1	3
3	A	tavolo	pressione	25	F	DX	l	735,2	pressione	pressione	5,15	tavolo	8,6	0,060985	3,45	6125	3,787106093	6875	3,837272703	0,0075	pressione	1	0,939015	0,060985	1	pressionetavolo	6	9	3	3
3	A	attico	modesto	25	F	DX	l	798,5	modesto	modesto	3,95	attico	7,85	0,278889	3,9	533	2,726727209	494	2,693726949	0,00039	modesto	1	0,721111	0,278889	1	modestoattico	6	7	1	3
3	A	poesia	penna	25	F	DX	a	588,9	poesia	poesia	5,85	penna	8,45	0,341412	2,6	1829	3,262213705	2134	3,329194415	0,00305	poesia	1	0,658588	0,341412	1	poesiapenna	6	5	1	3
3	A	pianta	saggio	25	F	DX	l	769	saggio	saggio	5,9	pianta	8,55	0,082313	2,65	1912	3,281487888	1213	3,083860801	0,00699	saggio	1	0,917687	0,082313	1	saggiopianta	6	6	0	3
3	A	piatto	insipido	25	F	DX	l	935,2	insipido	insipido	3,75	piatto	8,95	0,397467	5,2	43	1,633468456	2988	3,475380593	0,02945	insipido	1	0,602533	0,397467	1	insipidopiatto	6	8	2	3
3	A	infedele	sposa	25	F	DX	a	667,1	infedele	infedele	4,7	sposa	8,4	0,335909	3,7	322	2,507855872	3982	3,600101256	0,0366	infedele	1	0,664091	0,335909	1	infedelesposa	8	5	3	3
3	A	laureato	dio	25	F	DX	l	572,8	dio	dio	3,1	laureato	8	0,06396	4,9	38	1,579783597	593	2,773054693	0,00555	dio	1	0,93604	0,06396	1	diolaureato	8	3	5	3
3	A	vaso	gloria	25	F	DX	l	601,3	gloria	gloria	3,6	vaso	8,8	0,08746	5,2	3320	3,521138084	1076	3,031812271	0,02244	gloria	1	0,91254	0,08746	1	gloriavaso	4	6	2	3
3	A	infuriato	forchetta	25	F	DX	a	670,9	infuriato	infuriato	4,55	forchetta	8,4	0,159282	3,85	240	2,380211242	394	2,595496222	0,00154	infuriato	1	0,840718	0,159282	1	infuriatoforchetta	9	9	0	3
